# Everyday and chat French for the glide and candidate engines: words a person types in a
# message that the AOSP corpus lacks or under-rates (ok, emoji, whatsapp, chat abbreviations).
# Merged into fr.txt by
#   scripts/build-wordlist.py app/src/main/assets/dictionaries/fr.txt app/src/main/assets/dictionaries/fr.txt --boost scripts/wordlists/fr-everyday.tsv
# A boost only raises or adds; tiers: 200 greetings and replies, 180 messaging verbs, time
# words, chat, apps and tech, 165 colloquialisms and abbreviations (and any 2- or 3-letter
# slang). Letters only, no names, no obscene words, lowercase.


# greetings and replies
ok	200
okay	200
salut	200
coucou	200
bonjour	200
bonsoir	200
merci	200
oui	165
ouais	200
non	165
nan	165
bisous	200
bisou	200
bises	200
bise	165
cool	200
super	200
génial	200
parfait	200
lol	200
mdr	165

# messaging verbs and time
écris	180
écrit	180
envoie	180
envoyé	180
appelle	180
appelé	180
rappelle	180
réponds	180
dis	165
vois	165
attends	180
arrive	180
arrivé	180
bientôt	180
demain	180
hier	180
soir	165
tard	180
tôt	165
maintenant	180
déjà	180
encore	180

# chat, apps and tech
app	165
appli	180
applis	180
emoji	180
emojis	180
selfie	180
selfies	180
screenshot	180
capture	180
message	180
messages	180
texto	180
sms	165
lien	165
story	180
stories	180
post	165
poster	180
posté	180
liker	180
like	180
likes	180
whatsapp	180
insta	180
instagram	180
snap	180
snapchat	180
tiktok	180
youtube	180
zoom	180
google	180
googler	180
wifi	180
login	180
update	180
mail	165
mails	165
email	165
emails	165
ordi	180
portable	180
téléphone	180

# colloquialisms and abbreviations
stp	165
svp	165
ptdr	165
jpp	165
tkt	165
osef	165
askip	165
cc	165
slt	165
bjr	165
jsp	165
chui	165
wesh	165
ouf	165
chelou	165
relou	165
grave	165
trop	165
vrai	165
genre	165
bref	165
bon	165
ben	165
bah	165
bof	165
euh	165
kiffer	165
kiffe	165
dac	165

# everyday words
ce	165
rdv	165
resto	165
café	165
déj	165
dej	165
dîner	165
diner	165
boulot	165
taf	165
travail	165
bureau	165
appart	165
maison	165
chez	165
argent	165
thune	165
pote	165
potes	165
copain	165
copine	165
meuf	165
mec	165
gars	165
famille	165
week	165
weekend	165
vacances	165
anniv	165
anniversaire	165
cadeau	165
courses	165
métro	165
bus	165
taxi	165
train	165
retard	165
fatigué	165
fatiguée	165
malade	165
dispo	165
occupé	165
occupée	165
content	165
contente	165
désolé	165
désolée	165
bravo	165
félicitations	165
courage	165
bonne	165
nuit	165
journée	165
pourquoi	165
comment	165
combien	165
quand	165
vraiment	165
carrément	165
franchement	165
tranquille	165
tranquillou	165
nickel	165
top	165
bien	165
marrant	165
drôle	165
