# Everyday and chat Bulgarian for the glide and candidate engines: words a person types in a
# message that the AOSP corpus under-rates or lacks (благодаря sat at 37, чао and мерси were missing).
# Merged into bg.txt, and ru_bg.txt rebuilt after it, by
#   scripts/build-wordlist.py app/src/main/assets/dictionaries/bg.txt app/src/main/assets/dictionaries/bg.txt --floor 0 --boost scripts/wordlists/bg-everyday.tsv
#   scripts/build-ru-bg-wordlist.py app/src/main/assets/dictionaries/ru.txt app/src/main/assets/dictionaries/bg.txt app/src/main/assets/dictionaries/ru_bg.txt
# --floor 0 keeps the list's long tail (its frequencies go down to 2). A boost only raises or adds.
# The list is flat at the top (4,516 words at 255), so the tiers are 255 greetings and replies,
# 230 messaging verbs, time words, chat, apps and tech, 210 colloquialisms, short slang and
# everyday nouns. Lowercase letters only, no names, no obscene words.


# greetings and replies
здравей	255
здравейте	255
здрасти	255
здрасте	255
хей	255
чао	255
мерси	255
благодаря	255
благодарим	255
моля	255
да	255
не	255
добре	255
окей	255
ок	255
супер	255
става	255
разбира	255
разбрах	255
дадено	255
сори	230
извинявай	255
извинете	255
съжалявам	255
утро	255
вечер	255
лека	255
нощ	255
доскоро	255
приятен	255
приятно	255
айде	255
хайде	255
давай	255
готово	255
точно	255
наистина	255
нормално	255
ясно	255
браво	255
честито	255
поздрави	255
целувки	255
прегръдки	255

# messaging verbs
пиши	230
пиша	230
писах	230
напиши	230
обади	230
обадя	230
обадих	230
звънни	230
звънна	230
звъннах	230
прати	230
пратя	230
пратих	230
изпрати	230
изпратя	230
изпратих	230
пусни	230
пусна	230
виж	230
видя	230
видях	230
чакай	230
чакам	230
чакаме	230
ела	230
идвам	230
тръгвам	230
стигнах	230
стигам	230
прибирам	230
прибрах	230
закъснявам	230
закъснея	230
кажи	230
кажа	230
казах	230
знам	230
знаеш	230
мисля	230
искам	230
искаш	230
можеш	230
мога	230
трябва	230
отговори	230
отговоря	230
питай	230
питам	230
помогни	230
помогна	230
обичам	230
липсваш	230
целувам	230
прегръщам	230

# pronouns and time
тебе	230
мене	230
сега	230
после	230
утре	230
днес	230
вчера	230
скоро	230
веднага	230
вече	230
още	230
рано	230
късно	230
вечерта	230
сутринта	230
довечера	230
вкъщи	230
събота	230
неделя	230
уикенд	230
уикенда	230
минута	230
секунда	230
момент	230
малко	230

# chat, apps and tech
чата	210
съобщение	230
съобщения	230
есемес	230
линка	230
снимка	230
снимки	230
снимката	230
селфи	230
видео	230
видеото	230
клип	230
клипче	230
стикер	230
стикери	230
емоджи	230
емотикон	230
лайк	230
лайкове	230
лайкна	230
сподели	230
споделих	230
поста	230
сторис	230
скрийншот	230
скрийншота	230
мемета	230
ютуб	230
телеграм	230
вайбър	230
вайбъра	230
месинджър	230
фейсбук	230
инстаграм	230
тикток	230
гугъл	230
имейл	230
имейла	230
мейл	230
мейла	230
парола	230
паролата	230
логин	230
акаунт	230
акаунта	230
профил	230
профила	230
уайфай	230
интернет	230
телефон	230
телефона	230
компютър	230
лаптоп	230
лаптопа	230
приложение	230
приложението	230
апликация	230
апдейт	230
ъпдейт	230
бъгове	230
онлайн	230
офлайн	230

# colloquialisms
готино	210
готин	210
готина	210
кофти	210
пичове	210
братле	210
маце	210
мацка	210
кефи	210
кефя	210
мега	210
абе	210
демек	210
значи	210
нали	210
щото	210
понеже	210
тъпо	210
гадно	210
смешно	210
хаха	210
ахах	210
мдам	210
нищо	210
няма	210
проблем	210
спокойно	210
лесно	210
кринж	210
треш	210
фейк	210
спойлер	210
влог	210
блогър	210
стрийм	210

# short chat words
лол	210
пич	210
яко	210
бе	210
ма	210
аха	210
смс	210
чат	210
мем	210
зум	210
бъг	210
пост	210
кеф	210
изи	210
линк	210
теб	210
мен	210

# everyday nouns
кафе	210
кафенце	210
обяд	210
вечеря	210
закуска	210
храна	210
доставка	210
работа	210
работата	210
офис	210
магазин	210
пари	210
такси	210
метро	210
кола	210
колата	210
среща	210
срещата	210
почивка	210
отпуска	210
рожден	210
подарък	210
новини	210
