# Everyday and chat Spanish for the glide and candidate engines: words a person types in a
# message that the AOSP corpus lacks or under-rates (ok, emoji, whatsapp, chat abbreviations).
# Merged into es.txt by
#   scripts/build-wordlist.py app/src/main/assets/dictionaries/es.txt app/src/main/assets/dictionaries/es.txt --boost scripts/wordlists/es-everyday.tsv
# A boost only raises or adds; tiers: 200 greetings and replies, 180 messaging verbs, time
# words, chat, apps and tech, 165 colloquialisms and abbreviations (and any 2- or 3-letter
# slang). Letters only, no names, no obscene words, lowercase.


# greetings and replies
ok	200
okay	200
vale	200
hola	200
holi	200
buenas	200
adiós	200
chao	200
chau	200
gracias	200
no	200
claro	200
genial	200
perfecto	200
lol	200
jaja	200
jajaja	200
jeje	165
besos	200
besitos	200
abrazo	200
abrazos	200
saludos	200
porfa	200

# messaging verbs and time
escribe	180
escríbeme	180
escribo	180
escribí	180
manda	180
mándame	180
mando	180
mandé	180
llama	180
llámame	180
llamo	180
llamé	180
avísame	180
aviso	180
avisé	180
llego	180
llegué	180
voy	180
vamos	180
ahora	180
ahorita	180
luego	180
mañana	180
ayer	180
pronto	180
todavía	180
quizás	180

# chat, apps and tech
app	165
apps	180
emoji	180
emojis	180
selfie	180
selfies	180
captura	180
enlace	180
link	180
mensaje	180
mensajes	180
audio	180
audios	180
wifi	180
chat	180
chatear	180
whatsapp	180
wasap	180
insta	180
instagram	180
tiktok	180
youtube	180
zoom	180
google	180
update	180
bug	165
bugs	180
correo	180
mail	180
email	180
móvil	180
celular	180
portátil	180

# colloquialisms and abbreviations
xd	165
bro	165
finde	165
chido	165
guay	165
flipar	165
flipo	165
crack	165
chaval	165
tipo	165
onda	165
güey	165
pues	165
bueno	165
vaya	165
ostras	165
jo	165
buah	165
uff	165

# everyday words
cena	165
comida	165
desayuno	165
almuerzo	165
café	165
trabajo	165
curro	165
oficina	165
dinero	165
pasta	165
amigo	165
amiga	165
amigos	165
colega	165
familia	165
vacaciones	165
cumple	165
cumpleaños	165
regalo	165
compras	165
metro	165
bus	165
taxi	165
tren	165
tarde	165
cansado	165
cansada	165
enfermo	165
ocupado	165
ocupada	165
libre	165
contento	165
contenta	165
perdón	165
perdona	165
lo	165
siento	165
felicidades	165
ánimo	165
noches	165
días	165
tardes	165
qué	165
cómo	165
cuándo	165
dónde	165
cuánto	165
porque	165
verdad	165
totalmente	165
súper	165
mucho	165
poco	165
bien	165
divertido	165
gracioso	165
